"Ar";"Fylke";"Hovednaring";"Naring";"Naringshovedgruppe";"Naringsgruppe";"AntallTilsyn";"AntallMedReaksjon";"AntallReaksjoner"
"2018";"Innlandet";"F Bygge- og anleggsvirksomhet";"43 Spesialisert bygge- og anleggsvirksomhet";"43.2 Elektrisk installasjonsarbeid, VVS-arbeid og annet installasjonsarbeid";"43.21 Elektrisk installasjonsarbeid";"11";"4";"13"
"2018";"Innlandet";"F Bygge- og anleggsvirksomhet";"43 Spesialisert bygge- og anleggsvirksomhet";"43.3 Ferdiggjøring av bygninger";"43.33 Gulvlegging og tapetsering";"4";"3";"6"
"2018";"Innlandet";"F Bygge- og anleggsvirksomhet";"43 Spesialisert bygge- og anleggsvirksomhet";"43.3 Ferdiggjøring av bygninger";"43.34 Maler- og glassarbeid";"5";"4";"12"
"2018";"Innlandet";"G Varehandel, reparasjon av motorvogner";"46 Agentur- og engroshandel, unntatt med motorvogner";"46.5 Engroshandel med IKT-utstyr";"46.51 Engroshandel med datamaskiner, tilleggsutstyr til datamaskiner samt programvare";"0";"0";"2"
"2018";"Innlandet";"G Varehandel, reparasjon av motorvogner";"46 Agentur- og engroshandel, unntatt med motorvogner";"46.7 Engroshandel med spesialisert vareutvalg ellers";"46.75 Engroshandel med kjemiske produkter";"2";"2";"8"
"2018";"Innlandet";"G Varehandel, reparasjon av motorvogner";"47 Detaljhandel, unntatt med motorvogner";"47.1 Butikkhandel med bredt vareutvalg";"47.11 Butikkhandel med bredt vareutvalg med hovedvekt på nærings- og nytelsesmidler";"11";"6";"14"
"2018";"Innlandet";"H Transport og lagring";"49 Landtransport og rørtransport";"49.4 Godstransport på vei, herunder flyttetransport";"49.41 Godstransport på vei";"57";"42";"87"
"2018";"Innlandet";"H Transport og lagring";"52 Lagring og andre tjenester tilknyttet transport";"52.2 Andre tjenester tilknyttet transport";"52.21 Andre tjenester tilknyttet landtransport";"7";"4";"5"
"2018";"Innlandet";"I Overnattings- og serveringsvirksomhet";"56 Serveringsvirksomhet";"56.1 Restaurantvirksomhet";"56.10 Restaurantvirksomhet";"62";"48";"197"
"2018";"Innlandet";"I Overnattings- og serveringsvirksomhet";"56 Serveringsvirksomhet";"56.2 Cateringvirksomhet og kantiner drevet som selvstendig virksomhet";"56.21 Cateringvirksomhet";"1";"1";"2"
"2018";"Innlandet";"L Omsetning og drift av fast eiendom";"68 Omsetning og drift av fast eiendom";"68.3 Omsetning og drift av fast eiendom på oppdrag";"68.32 Eiendomsforvaltning";"3";"1";"1"
"2018";"Innlandet";"M Faglig, vitenskapelig og teknisk tjenesteyting";"71 Arkitektvirksomhet og teknisk konsulentvirksomhet, og teknisk prøving og analyse";"71.1 Arkitektvirksomhet og teknisk konsulentvirksomhet";"71.12 Teknisk konsulentvirksomhet";"1";"1";"6"
"2018";"Innlandet";"M Faglig, vitenskapelig og teknisk tjenesteyting";"74 Annen faglig, vitenskapelig og teknisk virksomhet";"74.1 Spesialisert designvirksomhet";"74.10 Spesialisert designvirksomhet";"5";"5";"14"
"2018";"Innlandet";"N Forretningsmessig tjenesteyting";"81 Tjenester tilknyttet eiendomsdrift";"81.1 Kombinerte tjenester tilknyttet eiendomsdrift";"81.10 Kombinerte tjenester tilknyttet eiendomsdrift";"8";"3";"10"
"2018";"Innlandet";"N Forretningsmessig tjenesteyting";"81 Tjenester tilknyttet eiendomsdrift";"81.2 Rengjøringsvirksomhet";"81.21 Rengjøring av bygninger";"29";"10";"10"
"2018";"Innlandet";"N Forretningsmessig tjenesteyting";"81 Tjenester tilknyttet eiendomsdrift";"81.2 Rengjøringsvirksomhet";"81.29 Annen rengjøringsvirksomhet";"3";"1";"1"
"2018";"Innlandet";"N Forretningsmessig tjenesteyting";"81 Tjenester tilknyttet eiendomsdrift";"81.3 Beplantning av hager og parkanlegg";"81.30 Beplantning av hager og parkanlegg";"2";"2";"8"
"2018";"Innlandet";"C Industri";"20 Produksjon av kjemikalier og kjemiske produkter";"20.1 Produksjon av kjemiske råvarer, gjødsel og nitrogenforbindelser, basisplast og syntetisk gummi";"20.16 Produksjon av basisplast";"1";"1";"2"
"2018";"Innlandet";"C Industri";"22 Produksjon av gummi- og plastprodukter";"22.2 Produksjon av plastprodukter";"22.21 Produksjon av halvfabrikater av plast";"2";"1";"1"
"2018";"Innlandet";"C Industri";"25 Produksjon av metallvarer, unntatt maskiner og utstyr";"25.1 Produksjon av metallkonstruksjoner";"25.11 Produksjon av metallkonstruksjoner og deler";"1";"1";"6"
"2018";"Innlandet";"C Industri";"25 Produksjon av metallvarer, unntatt maskiner og utstyr";"25.7 Produksjon av kjøkkenredskaper, skjære- og klipperedskaper, håndverktøy og andre jernvarer";"25.72 Produksjon av låser og beslag";"1";"1";"3"
"2018";"Innlandet";"C Industri";"27 Produksjon av elektrisk utstyr";"27.1 Produksjon av elektromotorer, generatorer, transformatorer og elektriske fordelings- og kontrolltavler og paneler";"27.12 Produksjon av elektriske fordelings- og kontrolltavler og paneler";"1";"0";"0"
"2018";"Innlandet";"C Industri";"30 Produksjon av andre transportmidler";"30.1 Bygging av skip og båter";"30.12 Bygging av fritidsbåter";"1";"1";"5"
"2018";"Innlandet";"F Bygge- og anleggsvirksomhet";"42 Anleggsvirksomhet";"42.1 Bygging av veier og jernbaner";"42.12 Bygging av jernbaner og undergrunnsbaner";"1";"0";"0"
"2018";"Innlandet";"F Bygge- og anleggsvirksomhet";"42 Anleggsvirksomhet";"42.1 Bygging av veier og jernbaner";"42.13 Bygging av bruer og tunneler";"1";"1";"4"
"2018";"Innlandet";"F Bygge- og anleggsvirksomhet";"43 Spesialisert bygge- og anleggsvirksomhet";"43.3 Ferdiggjøring av bygninger";"43.32 Snekkerarbeid";"33";"27";"91"
"2018";"Innlandet";"F Bygge- og anleggsvirksomhet";"43 Spesialisert bygge- og anleggsvirksomhet";"43.3 Ferdiggjøring av bygninger";"43.39 Annen ferdiggjøring av bygninger";"1";"1";"4"
"2018";"Innlandet";"F Bygge- og anleggsvirksomhet";"43 Spesialisert bygge- og anleggsvirksomhet";"43.9 Annen spesialisert bygge- og anleggsvirksomhet";"43.91 Takarbeid";"5";"3";"8"
"2018";"Innlandet";"G Varehandel, reparasjon av motorvogner";"45 Handel med og reparasjon av motorvogner";"45.1 Handel med motorvogner, unntatt motorsykler";"45.19 Handel med andre motorvogner, unntatt motorsykler";"0";"0";"2"
"2018";"Innlandet";"G Varehandel, reparasjon av motorvogner";"46 Agentur- og engroshandel, unntatt med motorvogner";"46.6 Engroshandel med andre maskiner og annet utstyr";"46.61 Engroshandel med maskiner og utstyr til jordbruk og skogbruk";"2";"1";"2"
"2018";"Innlandet";"G Varehandel, reparasjon av motorvogner";"46 Agentur- og engroshandel, unntatt med motorvogner";"46.6 Engroshandel med andre maskiner og annet utstyr";"46.65 Engroshandel med kontormøbler";"1";"1";"1"
"2018";"Innlandet";"G Varehandel, reparasjon av motorvogner";"47 Detaljhandel, unntatt med motorvogner";"47.1 Butikkhandel med bredt vareutvalg";"47.19 Butikkhandel med bredt vareutvalg ellers";"2";"1";"1"
"2018";"Innlandet";"G Varehandel, reparasjon av motorvogner";"47 Detaljhandel, unntatt med motorvogner";"47.3 Detaljhandel med drivstoff til motorvogner";"47.30 Detaljhandel med drivstoff til motorvogner";"1";"0";"0"
"2018";"Innlandet";"H Transport og lagring";"49 Landtransport og rørtransport";"49.4 Godstransport på vei, herunder flyttetransport";"49.42 Flyttetransport";"2";"1";"2"
"2018";"Innlandet";"H Transport og lagring";"53 Post og distribusjonsvirksomhet";"53.2 Andre post- og budtjenester";"53.20 Andre post- og budtjenester";"2";"1";"1"
"2018";"Innlandet";"L Omsetning og drift av fast eiendom";"68 Omsetning og drift av fast eiendom";"68.2 Utleie av egen eller leid fast eiendom";"68.20 Utleie av egen eller leid fast eiendom";"14";"10";"30"
"2018";"Innlandet";"M Faglig, vitenskapelig og teknisk tjenesteyting";"72 Forskning og utviklingsarbeid";"72.1 Forskning og utviklingsarbeid innen naturvitenskap og teknikk";"72.19 Annen forskning og annet utviklingsarbeid innen naturvitenskap og teknikk";"1";"1";"2"
"2018";"Innlandet";"N Forretningsmessig tjenesteyting";"77 Utleie- og leasingvirksomhet";"77.3 Utleie og leasing av andre maskiner, og annet utstyr og materiell";"77.32 Utleie og leasing av bygge- og anleggsmaskiner og -utstyr";"4";"1";"3"
"2018";"Innlandet";"N Forretningsmessig tjenesteyting";"78 Arbeidskrafttjenester";"78.1 Rekruttering og formidling av arbeidskraft";"78.10 Rekruttering og formidling av arbeidskraft";"2";"0";"0"
"2018";"Innlandet";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"84 Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"84.1 Offentlig administrasjon og forvaltning";"84.13 Offentlig administrasjon tilknyttet næringsvirksomhet og arbeidsmarked";"3";"2";"5"
"2018";"Innlandet";"Q Helse- og sosialtjenester";"86 Helsetjenester";"86.9 Andre helsetjenester";"86.90 Andre helsetjenester";"17";"16";"38"
"2018";"Innlandet";"R Kulturell virksomhet, underholdning og fritidsaktiviteter";"93 Sports- og fritidsaktiviteter og drift av fornøyelsesetablissementer";"93.1 Sportsaktiviteter";"93.11 Drift av idrettsanlegg";"4";"4";"6"
"2018";"Innlandet";"R Kulturell virksomhet, underholdning og fritidsaktiviteter";"93 Sports- og fritidsaktiviteter og drift av fornøyelsesetablissementer";"93.2 Fritidsaktiviteter og drift av fornøyelsesetablissementer";"93.21 Drift av fornøyelses- og temaparker";"2";"1";"1"
"2018";"Innlandet";"R Kulturell virksomhet, underholdning og fritidsaktiviteter";"93 Sports- og fritidsaktiviteter og drift av fornøyelsesetablissementer";"93.2 Fritidsaktiviteter og drift av fornøyelsesetablissementer";"93.29 Andre fritidsaktiviteter";"1";"1";"1"
"2018";"Agder";"G Varehandel, reparasjon av motorvogner";"46 Agentur- og engroshandel, unntatt med motorvogner";"46.5 Engroshandel med IKT-utstyr";"46.52 Engroshandel med elektronikkutstyr og telekommunikasjonsutstyr samt deler";"1";"0";"0"
"2018";"Agder";"G Varehandel, reparasjon av motorvogner";"46 Agentur- og engroshandel, unntatt med motorvogner";"46.7 Engroshandel med spesialisert vareutvalg ellers";"46.74 Engroshandel med jernvarer, rørleggerartikler og oppvarmingsutstyr";"1";"0";"0"
"2018";"Agder";"G Varehandel, reparasjon av motorvogner";"47 Detaljhandel, unntatt med motorvogner";"47.5 Butikkhandel med andre husholdningsvarer i spesialforretninger";"47.51 Butikkhandel med tekstiler og utstyrsvarer";"1";"1";"3"
"2018";"Agder";"G Varehandel, reparasjon av motorvogner";"47 Detaljhandel, unntatt med motorvogner";"47.5 Butikkhandel med andre husholdningsvarer i spesialforretninger";"47.52 Butikkhandel med jernvarer, fargevarer og glass";"5";"4";"12"
"2018";"Agder";"G Varehandel, reparasjon av motorvogner";"47 Detaljhandel, unntatt med motorvogner";"47.7 Annen butikkhandel i spesialforretninger";"47.77 Butikkhandel med ur, gull- og sølvvarer";"1";"1";"3"
"2018";"Agder";"H Transport og lagring";"49 Landtransport og rørtransport";"49.4 Godstransport på vei, herunder flyttetransport";"49.41 Godstransport på vei";"27";"14";"27"
"2018";"Agder";"H Transport og lagring";"52 Lagring og andre tjenester tilknyttet transport";"52.2 Andre tjenester tilknyttet transport";"52.22 Andre tjenester tilknyttet sjøtransport";"1";"1";"2"
"2018";"Agder";"H Transport og lagring";"53 Post og distribusjonsvirksomhet";"53.2 Andre post- og budtjenester";"53.20 Andre post- og budtjenester";"2";"2";"9"
"2018";"Agder";"I Overnattings- og serveringsvirksomhet";"56 Serveringsvirksomhet";"56.1 Restaurantvirksomhet";"56.10 Restaurantvirksomhet";"33";"30";"174"
"2018";"Agder";"I Overnattings- og serveringsvirksomhet";"56 Serveringsvirksomhet";"56.2 Cateringvirksomhet og kantiner drevet som selvstendig virksomhet";"56.21 Cateringvirksomhet";"1";"1";"3"
"2018";"Agder";"M Faglig, vitenskapelig og teknisk tjenesteyting";"71 Arkitektvirksomhet og teknisk konsulentvirksomhet, og teknisk prøving og analyse";"71.1 Arkitektvirksomhet og teknisk konsulentvirksomhet";"71.12 Teknisk konsulentvirksomhet";"2";"1";"1"
"2018";"Agder";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"84 Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"84.1 Offentlig administrasjon og forvaltning";"84.11 Generell offentlig administrasjon";"9";"7";"41"
"2018";"Agder";"P Undervisning";"85 Undervisning";"85.5 Annen undervisning";"85.59 Annen undervisning ikke nevnt annet sted";"1";"1";"1"
"2018";"Agder";"Q Helse- og sosialtjenester";"87 Pleie- og omsorgstjenester i institusjon";"87.1 Pleie- og omsorgstjenester i institusjon";"87.10 Pleie- og omsorgstjenester i institusjon";"2";"2";"6"
"2018";"Innlandet";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"84 Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"84.1 Offentlig administrasjon og forvaltning";"84.11 Generell offentlig administrasjon";"5";"3";"35"
"2018";"Innlandet";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"84 Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"84.1 Offentlig administrasjon og forvaltning";"84.12 Offentlig administrasjon tilknyttet helsestell, sosial virksomhet, undervisning, kirke, kultur og miljøvern";"5";"4";"46"
"2018";"Innlandet";"P Undervisning";"85 Undervisning";"85.5 Annen undervisning";"85.59 Annen undervisning ikke nevnt annet sted";"3";"2";"6"
"2018";"Innlandet";"Q Helse- og sosialtjenester";"87 Pleie- og omsorgstjenester i institusjon";"87.1 Pleie- og omsorgstjenester i institusjon";"87.10 Pleie- og omsorgstjenester i institusjon";"4";"1";"4"
"2018";"Innlandet";"Q Helse- og sosialtjenester";"87 Pleie- og omsorgstjenester i institusjon";"87.2 Institusjoner og bofellesskap innen omsorg for psykisk utviklingshemmede, psykisk helsearbeid og rusmiddelomsorg";"87.20 Institusjoner og bofellesskap innen omsorg for psykisk utviklingshemmede, psykisk helsearbeid og rusmiddelomsorg";"4";"2";"9"
"2018";"Innlandet";"Q Helse- og sosialtjenester";"87 Pleie- og omsorgstjenester i institusjon";"87.9 Andre omsorgsinstitusjoner";"87.90 Andre omsorgsinstitusjoner";"2";"0";"5"
"2018";"Innlandet";"Q Helse- og sosialtjenester";"88 Sosiale omsorgstjenester uten botilbud";"88.9 Andre sosialtjenester uten botilbud";"88.99 Andre sosialtjenester uten botilbud ikke nevnt annet sted";"6";"6";"23"
"2018";"Innlandet";"R Kulturell virksomhet, underholdning og fritidsaktiviteter";"91 Drift av biblioteker, arkiver, museer og annen kulturvirksomhet";"91.0 Drift av biblioteker, arkiver, museer og annen kulturvirksomhet";"91.02 Drift av museer";"1";"0";"0"
"2018";"Innlandet";"R Kulturell virksomhet, underholdning og fritidsaktiviteter";"92 Lotteri og totalisatorspill";"92.0 Lotteri og totalisatorspill";"92.00 Lotteri og totalisatorspill";"2";"2";"10"
"2018";"Innlandet";"S Annen tjenesteyting";"94 Aktiviteter i medlemsorganisasjoner";"94.9 Aktiviteter i andre medlemsorganisasjoner";"94.91 Religiøse organisasjoner";"0";"0";"2"
"2018";"Innlandet";"S Annen tjenesteyting";"96 Annen personlig tjenesteyting";"96.0 Annen personlig tjenesteyting";"96.04 Virksomhet knyttet til kroppspleie og fysisk velvære";"2";"1";"2"
"2018";"Møre og Romsdal";"A Jordbruk, skogbruk og fiske";"01 Jordbruk og tjenester tilknyttet jordbruk, jakt og viltstell";"01.6 Tjenester tilknyttet jordbruk og etterbehandling av vekster etter innhøsting";"01.62 Tjenester tilknyttet husdyrhold";"5";"5";"21"
"2018";"Agder";"Q Helse- og sosialtjenester";"87 Pleie- og omsorgstjenester i institusjon";"87.2 Institusjoner og bofellesskap innen omsorg for psykisk utviklingshemmede, psykisk helsearbeid og rusmiddelomsorg";"87.20 Institusjoner og bofellesskap innen omsorg for psykisk utviklingshemmede, psykisk helsearbeid og rusmiddelomsorg";"3";"1";"4"
"2018";"Agder";"Q Helse- og sosialtjenester";"88 Sosiale omsorgstjenester uten botilbud";"88.9 Andre sosialtjenester uten botilbud";"88.91 Sosialtjenester uten botilbud for barn og ungdom";"3";"1";"2"
"2018";"Agder";"Q Helse- og sosialtjenester";"88 Sosiale omsorgstjenester uten botilbud";"88.9 Andre sosialtjenester uten botilbud";"88.99 Andre sosialtjenester uten botilbud ikke nevnt annet sted";"3";"2";"7"
"2018";"Agder";"R Kulturell virksomhet, underholdning og fritidsaktiviteter";"91 Drift av biblioteker, arkiver, museer og annen kulturvirksomhet";"91.0 Drift av biblioteker, arkiver, museer og annen kulturvirksomhet";"91.02 Drift av museer";"1";"0";"0"
"2018";"Agder";"Ukjent";"Ikke utfylt Ikke utfylt";"Ikke utfylt Ikke utfylt";"Ikke utfylt Ikke utfylt";"2";"2";"9"
"2018";"Buskerud";"C Industri";"18 Trykking og reproduksjon av innspilte opptak";"18.1 Trykking og tjenester tilknyttet trykking";"18.12 Trykking ellers";"1";"0";"0"
"2018";"Buskerud";"F Bygge- og anleggsvirksomhet";"41 Oppføring av bygninger";"41.2 Oppføring av bygninger";"41.20 Oppføring av bygninger";"3";"2";"8"
"2018";"Buskerud";"F Bygge- og anleggsvirksomhet";"43 Spesialisert bygge- og anleggsvirksomhet";"43.2 Elektrisk installasjonsarbeid, VVS-arbeid og annet installasjonsarbeid";"43.21 Elektrisk installasjonsarbeid";"1";"1";"1"
"2018";"Buskerud";"F Bygge- og anleggsvirksomhet";"43 Spesialisert bygge- og anleggsvirksomhet";"43.2 Elektrisk installasjonsarbeid, VVS-arbeid og annet installasjonsarbeid";"43.22 VVS-arbeid";"1";"0";"0"
"2018";"Buskerud";"M Faglig, vitenskapelig og teknisk tjenesteyting";"71 Arkitektvirksomhet og teknisk konsulentvirksomhet, og teknisk prøving og analyse";"71.1 Arkitektvirksomhet og teknisk konsulentvirksomhet";"71.12 Teknisk konsulentvirksomhet";"1";"1";"3"
"2018";"Innlandet";"A Jordbruk, skogbruk og fiske";"01 Jordbruk og tjenester tilknyttet jordbruk, jakt og viltstell";"01.1 Dyrking av ettårige vekster";"01.13 Dyrking av grønnsaker, meloner, rot- og knollvekster";"2";"0";"0"
"2018";"Innlandet";"A Jordbruk, skogbruk og fiske";"01 Jordbruk og tjenester tilknyttet jordbruk, jakt og viltstell";"01.1 Dyrking av ettårige vekster";"01.19 Dyrking av ettårige vekster ellers";"1";"1";"4"
"2018";"Innlandet";"A Jordbruk, skogbruk og fiske";"01 Jordbruk og tjenester tilknyttet jordbruk, jakt og viltstell";"01.6 Tjenester tilknyttet jordbruk og etterbehandling av vekster etter innhøsting";"01.62 Tjenester tilknyttet husdyrhold";"16";"11";"31"
"2018";"Innlandet";"G Varehandel, reparasjon av motorvogner";"47 Detaljhandel, unntatt med motorvogner";"47.5 Butikkhandel med andre husholdningsvarer i spesialforretninger";"47.52 Butikkhandel med jernvarer, fargevarer og glass";"5";"3";"4"
"2018";"Innlandet";"G Varehandel, reparasjon av motorvogner";"47 Detaljhandel, unntatt med motorvogner";"47.7 Annen butikkhandel i spesialforretninger";"47.77 Butikkhandel med ur, gull- og sølvvarer";"1";"0";"0"
